"title","type","release_year","age_certification","runtime","genres","production_countries","imdb_score","imdb_votes","tmdb_popularity","tmdb_score"
"DTC –Yukemuri Junjo Hen– from HiGH&LOW","MOVIE",2018,NA,102,"['comedy', 'drama']","JP",7,63,1.833,1
"Alejandro Riaño: Especial de stand up","MOVIE",2018,NA,60,"['comedy']","CO",4.9,69,1.47,5
"My Ex & Whys","MOVIE",2017,NA,120,"['romance', 'drama']","PH",6,573,2.605,6.3
"Night of Knots","MOVIE",2018,"G",100,"['comedy']","TR",5.4,1300,1.4,3.6
"Bonboné","MOVIE",2018,NA,15,"['comedy', 'drama']","GLOBAL",NA,NA,0.899,1
"Hedefim Sensin","MOVIE",2018,NA,105,"['comedy']","TR",6.2,4459,2.292,5.6
"Catching Feelings","MOVIE",2017,NA,115,"['romance', 'comedy', 'drama']","ZA",5.8,552,2.703,4.4
"Sei","MOVIE",2018,NA,128,"['drama', 'romance', 'thriller', 'action', 'crime']","IN",4.2,67,1.09,4.3
"Pup Star: World Tour","MOVIE",2018,"G",87,"['music', 'comedy', 'family']","GLOBAL",3.8,208,4.533,5.7
"A Man for The Weekend","MOVIE",2017,NA,94,"['romance', 'comedy']","CM",4.5,13,1.036,2
"For the Broken Hearted","MOVIE",2018,NA,92,"['drama']","PH",6.7,95,1.189,2
"ReMastered: Who Killed Jam Master Jay?","MOVIE",2018,NA,58,"['music', 'documentation']","US",6.5,786,1.705,6.5
"HiGH&LOW The Movie 2: End of Sky","MOVIE",2017,NA,124,"['action']","JP",7.1,396,3.198,7.7
"Thug Life","MOVIE",2017,NA,134,"['comedy', 'drama']","IN",5.7,48,2.018,NA
"Beat Bugs: All Together Now","MOVIE",2017,NA,50,"['animation']","US",NA,NA,2.312,5.5
"Doob","MOVIE",2017,NA,102,"['drama']","GLOBAL",6.1,1898,2.191,5.7
"Three Words to Forever","MOVIE",2018,NA,106,"['drama', 'family', 'comedy', 'romance']","XX",6.8,110,2.04,10
"Table Manners","MOVIE",2018,NA,105,"['comedy', 'drama']","GLOBAL",5.1,43,0.972,NA
"First Love","MOVIE",2018,NA,122,"['drama', 'romance']","PH",5.9,150,1.743,5.9
"Super Monsters Save Halloween","MOVIE",2018,NA,24,"['animation', 'family']","US",5.4,27,2.752,7.3
"Love You to the Stars and Back","MOVIE",2017,NA,111,"['drama', 'romance', 'comedy']","PH",7.4,542,3.14,8.1
"Na stojáka v kině","MOVIE",2018,NA,90,"['comedy']","CZ",5,8,0.615,NA
"Music Teacher","MOVIE",2018,NA,101,"['romance', 'drama', 'music']","IN",6.2,693,1.149,6
"Daniel Sosa: Sosafado","MOVIE",2017,NA,77,"['comedy']","MX",5.4,102,0.724,6.3
"B. A. Pass 2","MOVIE",2017,NA,136,"['drama']","IN",2.2,483,3.448,7
"DreamWorks Home: For the Holidays","MOVIE",2017,"PG-13",45,"['scifi', 'fantasy', 'animation', 'comedy', 'family']","GB",4.8,149,5.629,5.2
"The Royal Hibiscus Hotel","MOVIE",2018,NA,90,"['comedy', 'romance']","NG",5.4,290,2.636,4.4
"Pinky Memsaab","MOVIE",2018,NA,124,"['drama', 'family']","PK",6.3,527,0.632,9.2
"Crossroads: One Two Jaga","MOVIE",2018,NA,80,"['crime', 'drama']","MY",6.5,640,0.937,6.3
"Project Papa","MOVIE",2018,"G",97,"['drama']","XX",6.3,35,1.433,NA
"Alan Saldaña: mi vida de pobre","MOVIE",2017,NA,53,"['comedy']","MX",6.3,71,0.961,6.5
"Mama's Boy","MOVIE",2018,NA,104,"['comedy']","EG",6.1,1020,2.255,6.1
"Natalia Valdebenito: El especial","MOVIE",2018,NA,76,"['comedy']","CL",5,84,1.031,7.3
"Dilan 1990","MOVIE",2018,NA,109,"['drama', 'romance']","ID",7,3332,4.878,7.5
"Love and Shukla","MOVIE",2017,NA,117,"['romance', 'comedy', 'drama']","IN",7.3,960,1.695,8.2
"Mau Nieto: viviendo sobrio… desde el bar","MOVIE",2018,NA,57,"['comedy']","MX",6.7,81,1.4,6.2
"Alexis de Anda: Mea Culpa","MOVIE",2017,NA,54,"['comedy']","MX",4.9,101,0.728,4.3
"My Travel Buddy 2","MOVIE",2018,"PG-13",111,"['family', 'comedy']","TR",5.8,3256,3.506,6
"Ghost Hunting","MOVIE",2017,NA,94,"['documentation', 'european']","GLOBAL",7.1,222,1.897,6.3
"Lara and the Beat","MOVIE",2018,NA,137,"['drama', 'music', 'romance']","NG",5.8,149,1.796,NA
"Carlos Ballarta: furia ñera","MOVIE",2018,NA,62,"['comedy']","MX",7.2,213,4.29,7.2
"Marco Luque - We are together","MOVIE",2017,NA,73,"['comedy']","BR",4.3,77,2.509,5.2
"Felipe Neto: My Life Makes No Sense","MOVIE",2017,NA,90,"['comedy', 'documentation']","BR",4.4,247,1.533,6.6
"True: Wonderful Wishes","SHOW",2018,"TV-Y",24,"['animation']","US",NA,NA,1.96,NA
"Yoo Byung Jae: Discomfort Zone","MOVIE",2018,NA,54,"['comedy']","KR",NA,NA,0.819,6.4
"The Perfect Match","SHOW",2017,"TV-14",44,"['drama', 'comedy']","TW",NA,NA,2.723,7.4
"Blessed Benefit","MOVIE",2017,NA,83,"['drama', 'comedy', 'european']","GLOBAL",6.6,671,2.286,6.3
"Salam - The First ****** Nobel Laureate","MOVIE",2018,NA,75,"['documentation']","US",7.8,418,1.672,7.3
"Here to Heart","SHOW",2018,"TV-14",45,"['drama', 'romance']","CN",7.5,225,3.082,8.2
"Catch.er","MOVIE",2017,NA,81,"['crime', 'drama']","NG",4.5,30,1.4,6
"Ricardo Quevedo: Hay gente así","MOVIE",2018,NA,58,"['comedy']","CO",6.3,105,1.258,7
"Shubh Aarambh","MOVIE",2017,NA,126,"['comedy', 'drama', 'family']","IN",6.7,124,1.676,6
"A Drowning Man","MOVIE",2017,NA,15,"['drama']","GLOBAL",NA,NA,1.039,5.6
"Mr. Chandramouli","MOVIE",2018,NA,122,"['romance', 'comedy', 'sport']","IN",5.1,236,1.062,4.7
"Posesif","MOVIE",2017,NA,102,"['drama', 'comedy', 'romance']","ID",7.4,920,4.901,7.8
"Until Midnight","MOVIE",2018,"R",78,"['thriller', 'drama']","AE",6.9,717,1.253,NA
"I, Potro","MOVIE",2018,NA,50,"['comedy', 'sport']","GLOBAL",6.2,498,4.494,5.9
"Fakkah Fuzz: Almost Banned","MOVIE",2018,NA,60,"['comedy']","XX",4.2,57,1.806,4.5
"Arango y Sanint: Ríase el show","MOVIE",2018,NA,62,"['comedy']","CO",4,42,1.218,4
"Jani Dueñas: Grandes fracasos de ayer y hoy","MOVIE",2018,NA,77,"['comedy']","GLOBAL",4.8,71,1.061,6
"Kartini: Princess of Java","MOVIE",2017,NA,118,"['drama', 'family', 'history', 'european']","ID",7.6,511,2.116,8.1
"Adel Karam: Live from Beirut","MOVIE",2018,"R",59,"['comedy']","LB",5.3,150,0.84,7
"Ayana","MOVIE",2017,NA,128,"['drama', 'documentation']","KG",7.1,127,0.6,NA
"Nathicharami","MOVIE",2018,NA,116,"['drama']","IN",7.1,320,1.623,7.2
"Facing Mecca","MOVIE",2017,NA,25,"['drama']","CH",NA,NA,1.608,5.6
"True: Magical Friends","SHOW",2018,"TV-Y",24,"['animation']","US",NA,NA,0.675,10
"Next Enti?","MOVIE",2018,NA,157,"['comedy', 'drama', 'romance']","XX",4.5,163,1.344,3.8
"Hantu Kak Limah","MOVIE",2018,NA,111,"['horror', 'comedy']","MY",5.6,678,2.125,6.9
"Todd Glass: Act Happy","MOVIE",2018,NA,62,"['comedy']","US",5.1,368,2.254,5.7
"Fernando Sanjiao: Hombre","MOVIE",2018,NA,63,"['comedy']","AR",6.3,57,1.219,6.5
"Yoo Byung Jae: Too Much Information","MOVIE",2018,NA,63,"['comedy']","KR",5.3,53,0.6,6.3
"Mawlana","MOVIE",2017,NA,130,"['thriller', 'drama']","EG",6.9,864,1.577,6.4
"Elf Pets: Santa's St. Bernards Save Christmas","MOVIE",2018,"G",26,"['animation', 'family', 'comedy', 'fantasy']","US",5.3,95,1.648,2
"Potato Potahto","MOVIE",2017,NA,104,"['comedy']","GH",4.1,212,1.829,2.8
"Little Singham","SHOW",2018,NA,12,"['animation', 'action']","IN",3.5,99,0.6,4
"Harith Iskander: I Told You So","MOVIE",2018,NA,61,"['comedy']","US",4.6,173,2.411,5.5
"Zoé: Panoramas","MOVIE",2017,"PG",89,"['documentation', 'music']","XX",6.8,78,NA,NA
"La Leyenda del Diamante","MOVIE",2018,NA,87,"['action', 'fantasy', 'horror', 'western', 'family', 'scifi']","MX",3.3,51,12.871,5.25
"Santo cachón","MOVIE",2018,NA,87,"['comedy']","CO",4.7,56,2.665,6
"Luna Petunia Return to Amazia","SHOW",2018,"TV-Y",24,"['animation']","US",4.8,47,2.75,6
"Bahasha","MOVIE",2018,NA,85,"['drama']","TZ",7,24,NA,NA
"Enissa Amani: Ehrenwort","MOVIE",2018,"PG",65,"['comedy', 'european']","US",5.5,194,1.143,5.6
"The Unknown Hitman: The Story of El Cholo Adrián","SHOW",2017,"TV-MA",50,"['action', 'crime']","MX",6.6,145,4.376,10
"Puriyaatha Puthir","MOVIE",2017,NA,140,"['thriller']","IN",6.5,1049,1.612,7.1
"Simplemente Manu NNa","MOVIE",2017,NA,71,"['comedy']","MX",5.4,51,1.4,3.8
"Babamın Ceketi","MOVIE",2018,NA,100,"['comedy']","TR",4.9,862,2.017,5.1
"Silence Is Welcome","MOVIE",2017,NA,94,"['drama']","MX",5.1,106,2.331,4.6
"Life Plan A and B","SHOW",2017,"TV-PG",80,"['drama']","TW",7.8,116,1.332,7
"Grillo vs Grillo","MOVIE",2017,NA,95,"['comedy', 'european']","XX",5.3,130,1.123,6
"Neevevaro","MOVIE",2018,"PG",130,"['thriller', 'action', 'drama', 'romance']","IN",6.9,809,1.677,6.5
"Sebastián Marcelo Wainraich","MOVIE",2018,NA,49,"['comedy']","AR",6.4,106,1.03,6.5
"Baby Mamas","MOVIE",2018,NA,93,"['comedy', 'drama']","ZA",6.6,63,0.641,NA
"Lovefucked","MOVIE",2018,NA,105,"['drama', 'romance']","IN",NA,NA,1.812,5.8
"Fan of Amoory","MOVIE",2018,"G",91,"['drama']","AE",6,38,NA,NA
"Satria Heroes: Revenge of the Darkness","MOVIE",2017,NA,92,"['scifi', 'action', 'drama', 'fantasy']","ID",4.4,69,NA,NA
"Stretch Armstrong: The Breakout","MOVIE",2018,NA,45,"['animation']","US",NA,NA,1.18,6
"Hajwala 2: Mysterious Mission","MOVIE",2018,"PG-13",115,"['action', 'comedy']","AE",3.9,93,1.533,4
"Spiritual House","SHOW",2017,"TV-PG",41,"[]","JP",NA,NA,0.6,NA
"Rise: Ini Kalilah","MOVIE",2018,NA,102,"['drama']","MY",5.1,41,1.715,7.5
"Echcharikkai","MOVIE",2018,NA,134,"['thriller', 'horror', 'crime', 'drama']","IN",6.3,312,1.697,4.9
"Verses of Love 2","MOVIE",2017,NA,125,"['drama', 'romance']","ID",5.5,609,2.821,6.8
"Kavin Jay : Everybody Calm Down!","MOVIE",2018,NA,53,"['comedy', 'documentation']","XX",5.9,236,1.655,4.6
"Unexpectedly Yours","MOVIE",2017,NA,120,"['comedy', 'romance']","PH",6.7,180,2.461,7.5
"Afronta!","SHOW",2017,"TV-PG",14,"['documentation']","BR",7.4,8,0.6,NA
"Lilli","MOVIE",2018,"PG",91,"['thriller']","IN",5.7,281,1.033,6.1
"Highland: Thailand's Marijuana Awakening","SHOW",2017,"TV-MA",20,"['documentation']","US",6.2,24,0.663,8
"Komola Rocket","MOVIE",2018,NA,95,"['drama']","BD",7.4,1037,2.181,6
"D.L. Hughley: Contrarian","MOVIE",2018,NA,58,"['comedy']","US",6.5,610,2.29,5.2
"Panoptic","MOVIE",2017,NA,79,"['documentation']","GLOBAL",6.3,60,0.928,5
"Joe Mande's Award-Winning Comedy Special","MOVIE",2017,NA,66,"['comedy', 'documentation']","US",6.1,509,2.079,6.3
"Deliha 2","MOVIE",2018,"G",106,"['comedy']","TR",4.7,2594,5.949,5.9
"Fabrizio Copano: solo pienso en mí","MOVIE",2017,NA,59,"['comedy']","CL",5,34,0.808,5.8
"Jen Kirkman: Just Keep Livin'?","MOVIE",2017,NA,69,"['comedy']","US",6.8,1290,1.904,6.7
"Wedy Atkalam","MOVIE",2018,NA,72,"['comedy', 'drama']","KW",5.7,18,NA,NA
"Oga Bolaji","MOVIE",2018,NA,91,"['drama']","NG",NA,NA,1.102,NA
"Si Doel the Movie","MOVIE",2018,NA,85,"['family', 'romance', 'drama', 'comedy']","ID",6.8,417,1.447,7.4
"The Umbrella Academy","SHOW",2019,"TV-14",50,"['comedy', 'drama', 'fantasy', 'scifi', 'action']","US",8,230211,388.952,8.7
"The Secret of Skinwalker Ranch","SHOW",2020,"TV-PG",42,"['horror', 'reality', 'thriller', 'documentation']","US",6,2625,30.911,8.5
"Virgin River","SHOW",2019,"TV-14",44,"['drama', 'romance']","US",7.4,36459,169.37,8.034
"The Gentlemen","MOVIE",2019,"R",113,"['crime', 'action', 'comedy']","GLOBAL",7.8,325385,67.919,7.687
"Demon Slayer: Kimetsu no Yaiba","SHOW",2019,"TV-MA",25,"['scifi', 'action', 'animation', 'horror', 'fantasy', 'thriller']","JP",8.7,93604,94.263,8.809
"Love, Death & Robots","SHOW",2019,"TV-MA",13,"['scifi', 'animation', 'thriller', 'horror', 'comedy', 'fantasy', 'drama', 'action']","US",8.4,131937,156.46,8.3
"In the Dark","SHOW",2019,"TV-14",41,"['drama', 'comedy', 'action', 'crime', 'horror']","US",7.5,11409,39.136,7.9
"Vinland Saga","SHOW",2019,"TV-MA",24,"['animation', 'action', 'drama', 'war', 'history']","JP",8.8,32535,15.663,8.6
"Tuca & Bertie","SHOW",2019,"TV-MA",24,"['comedy', 'animation']","US",7.3,7023,18.246,7.2
"Russian Doll","SHOW",2019,"TV-MA",28,"['comedy', 'drama']","US",7.8,91649,18.072,7.5
"Jurassic World: Camp Cretaceous","SHOW",2020,"TV-PG",24,"['action', 'animation', 'scifi', 'family']","US",7.5,8022,259.059,8
"The Witcher","SHOW",2019,"TV-MA",58,"['scifi', 'action', 'horror', 'drama', 'fantasy']","US",8.2,472202,101.869,8.244
"Bridgerton","SHOW",2020,"TV-MA",62,"['drama', 'history', 'romance']","US",7.3,129085,106.118,8.2
"Control Z","SHOW",2020,"TV-MA",38,"['drama', 'thriller']","MX",6.9,8895,473.002,8.2
"After Life","SHOW",2019,"TV-MA",28,"['comedy', 'drama']","GB",8.4,129243,19.931,7.843
"A Call to Spy","MOVIE",2019,"PG-13",123,"['crime', 'drama', 'thriller', 'war', 'history']","US",6.6,7091,11.78,6.8
"Surviving R. Kelly","SHOW",2019,"TV-14",59,"['documentation', 'crime', 'music']","US",7.5,4906,3.97,7.8
"Are You Afraid of the Dark?","SHOW",2019,"TV-PG",42,"['thriller', 'horror', 'family', 'drama', 'fantasy']","US",7,2216,63.359,7.5
"The UnXplained","SHOW",2019,"TV-14",42,"['documentation']","US",7.1,1011,8.132,8.6
"The Queen's Gambit","SHOW",2020,"TV-MA",56,"['drama', 'sport']","US",8.6,420100,82.702,8.624
"Roswell, New Mexico","SHOW",2019,"TV-14",41,"['scifi', 'drama', 'romance']","US",6.1,12343,46.094,8.1
"Sex Education","SHOW",2019,"TV-MA",52,"['drama', 'comedy']","GB",8.3,251168,273.962,8.358
"Dead to Me","SHOW",2019,"TV-MA",31,"['thriller', 'crime', 'drama', 'comedy']","US",8,74989,26.155,7.299
"Capitani","SHOW",2019,"TV-MA",29,"['crime', 'drama', 'thriller']","LU",6.6,4912,28.789,6.715
"I Think You Should Leave with Tim Robinson","SHOW",2019,"TV-MA",16,"['comedy']","US",7.9,11900,8.873,6.6
"Formula 1: Drive to Survive","SHOW",2019,"TV-MA",38,"['documentation', 'sport']","GB",8.6,38345,40.781,8.4
"The Last Dance","SHOW",2020,"TV-MA",50,"['documentation', 'history', 'sport']","US",9.1,115915,27.702,8.2
"Locke & Key","SHOW",2020,"TV-14",48,"['drama', 'thriller', 'scifi', 'horror', 'fantasy']","US",7.4,72031,48.22,8.1
"Outer Banks","SHOW",2020,"TV-MA",49,"['thriller', 'action', 'drama', 'romance', 'crime']","US",7.5,45815,39.319,8.555
"Emily in Paris","SHOW",2020,"TV-MA",29,"['drama', 'comedy', 'romance']","US",6.9,86631,42.991,7.995
"The Rental","MOVIE",2020,"R",88,"['drama', 'horror', 'thriller']","US",5.7,30613,53.311,5.6
"Unbelievable","SHOW",2019,"TV-MA",48,"['drama', 'crime']","US",8.4,98384,20.378,8.1
"Kingdom","SHOW",2019,"TV-MA",48,"['action', 'scifi', 'thriller', 'history', 'drama', 'horror']","KR",8.3,44874,42.052,8.4
"I'm Thinking of Ending Things","MOVIE",2020,"R",134,"['drama', 'thriller', 'fantasy']","US",6.6,83093,17.61,6.6
"The Irishman","MOVIE",2019,"R",209,"['crime', 'drama', 'history', 'thriller']","US",7.8,376379,21.075,7.6
"Blown Away","SHOW",2019,"TV-PG",26,"['reality', 'comedy', 'history', 'documentation']","CA",7.1,3034,23.841,7.2
"Marianne","SHOW",2019,"TV-MA",45,"['thriller', 'drama', 'horror']","FR",7.4,14895,22.746,7.7
"Space Force","SHOW",2020,"TV-MA",30,"['comedy']","US",6.7,63379,21.173,6.6
"Love on the Spectrum","SHOW",2019,"TV-14",42,"['reality', 'romance', 'documentation']","AU",8.6,5846,5.852,7.9
"Never Have I Ever","SHOW",2020,"TV-14",28,"['comedy', 'drama']","US",7.8,47000,47.843,8.183
"Extraction","MOVIE",2020,"R",116,"['crime', 'drama', 'action', 'thriller']","US",6.7,196105,51.91,7.4
"The Stranger","SHOW",2020,"TV-MA",45,"['thriller', 'crime', 'drama']","GB",7.3,48298,11.603,7.4
"My Octopus Teacher","MOVIE",2020,NA,84,"['documentation']","GLOBAL",8.1,52771,19.276,8
"Synchronic","MOVIE",2019,"R",102,"['crime', 'drama', 'horror', 'scifi', 'thriller']","US",6.2,29455,13.498,6.3
"The Promised Neverland","SHOW",2019,"TV-MA",23,"['animation', 'thriller', 'scifi', 'action', 'drama', 'horror', 'fantasy']","JP",8.3,36018,42.367,8.843
"Yes, God, Yes","MOVIE",2020,"R",78,"['comedy', 'drama']","GLOBAL",6.1,15155,41.666,6.4
"Dracula","SHOW",2020,"TV-MA",88,"['drama', 'action', 'thriller', 'fantasy', 'horror']","GB",6.8,45971,25.177,7.142
"The Platform","MOVIE",2019,NA,95,"['scifi', 'thriller', 'horror', 'european']","ES",7,213699,47.725,7.003
"Enola Holmes","MOVIE",2020,"PG-13",123,"['crime', 'drama', 'action']","US",6.6,162511,22.461,7.3
"The Comey Rule","SHOW",2020,"TV-MA",82,"['war', 'drama']","US",7.4,8829,9.22,7.5
"The Old Guard","MOVIE",2020,"R",125,"['fantasy', 'action', 'thriller']","US",6.6,158247,20.588,7.2
"Black Summer","SHOW",2019,"TV-MA",39,"['scifi', 'thriller', 'action', 'drama', 'horror']","US",6.5,29318,30.795,7.1
"His House","MOVIE",2020,NA,93,"['thriller', 'drama', 'horror']","GB",6.5,39988,27.065,6.5
"Marriage Story","MOVIE",2019,"R",136,"['drama', 'romance', 'comedy']","GB",7.9,298303,28.268,7.8
"The Daily Life of the Immortal King","SHOW",2020,"TV-14",19,"['scifi', 'animation', 'comedy', 'action', 'fantasy']","CN",7.2,1331,121.132,8.6
"Scary Stories to Tell in the Dark","MOVIE",2019,"PG-13",108,"['horror', 'thriller']","GLOBAL",6.2,74754,36.326,6.5
"The Devil All the Time","MOVIE",2020,"R",138,"['crime', 'drama', 'thriller', 'horror']","US",7.1,122321,22.872,7.3
"Lunana: A Yak in the Classroom","MOVIE",2019,NA,109,"['drama', 'family']","GLOBAL",7.4,3257,6.869,7.4
"Fantastic Fungi","MOVIE",2019,NA,81,"['documentation']","US",7.4,8430,9.263,7.3
"The King","MOVIE",2019,"R",140,"['history', 'war', 'drama', 'romance']","GLOBAL",7.2,124438,25.987,7.2
"Alice in Borderland","SHOW",2020,"TV-MA",47,"['action', 'drama', 'scifi', 'thriller', 'fantasy']","JP",7.6,49446,71.018,8.2
"The Dark Crystal: Age of Resistance","SHOW",2019,"TV-PG",51,"['scifi', 'family', 'animation', 'fantasy', 'horror', 'drama', 'action']","GLOBAL",8.4,24419,23.53,7.8
"When They See Us","SHOW",2019,"TV-MA",74,"['drama', 'crime', 'history']","US",8.9,116560,20.965,8.2
"Rambo: Last Blood","MOVIE",2019,"R",101,"['drama', 'action', 'crime', 'thriller', 'western']","GLOBAL",6.1,96740,88.199,6.5
"The Haunting of Bly Manor","SHOW",2020,"TV-MA",55,"['thriller', 'drama', 'scifi', 'horror']","US",7.3,99047,29.636,7.8
"1BR","MOVIE",2019,NA,90,"['thriller', 'drama', 'horror']","US",5.8,12397,15.943,6.1
"Trading Paint","MOVIE",2019,"R",87,"['drama', 'thriller', 'action', 'sport', 'european']","GLOBAL",4.4,1996,8.786,5.6
"Sweet Magnolias","SHOW",2020,"TV-14",50,"['drama', 'romance']","US",7.3,17689,17.137,7.9
"Sweetheart","MOVIE",2019,"PG-13",82,"['horror', 'thriller', 'drama', 'fantasy', 'scifi']","US",5.8,8191,12.174,6.5
"Summerland","MOVIE",2020,"PG",102,"['romance', 'war', 'drama']","GB",7,6827,9.77,7.6
"Official Secrets","MOVIE",2019,"R",112,"['drama', 'thriller', 'history', 'crime', 'war', 'romance']","GLOBAL",7.3,46901,13.217,7.249
"Warrior Nun","SHOW",2020,"TV-MA",43,"['action', 'drama', 'scifi', 'fantasy']","US",6.8,30243,45.891,7.9
"Pieces of a Woman","MOVIE",2020,"R",127,"['drama']","GLOBAL",7,48664,10.502,7.098
"Freaks","MOVIE",2019,"R",105,"['scifi', 'thriller', 'drama']","GLOBAL",6.7,35021,56.909,6.8
"21 Bridges","MOVIE",2019,"R",99,"['action', 'drama', 'crime', 'thriller']","US",6.6,65845,29.285,6.7
"6 Underground","MOVIE",2019,"R",128,"['thriller', 'comedy', 'action']","US",6.1,172083,68.45,6.327
"Mank","MOVIE",2020,"R",131,"['comedy', 'drama']","US",6.8,72295,13.068,6.8
"I Care a Lot","MOVIE",2020,"R",118,"['drama', 'thriller', 'comedy', 'crime']","GLOBAL",6.3,129321,30.192,6.6
"Don't F**k with Cats: Hunting an Internet Killer","SHOW",2019,"TV-MA",62,"['documentation', 'crime']","GB",8,51559,13.548,7.7
"The Midnight Gospel","SHOW",2020,"TV-MA",26,"['comedy', 'animation', 'scifi', 'thriller']","US",NA,NA,27.366,8.3
"El Camino: A Breaking Bad Movie","MOVIE",2019,"R",123,"['crime', 'drama', 'thriller', 'action']","US",7.3,216847,42.566,6.91
"Always Be My Maybe","MOVIE",2019,"PG-13",102,"['romance', 'comedy']","US",6.8,55686,11.434,6.6
"The Defeated","SHOW",2020,"TV-MA",55,"['history', 'thriller', 'drama']","DE",7,5902,7.002,6.846
"The Social Dilemma","MOVIE",2020,"PG-13",94,"['drama', 'documentation']","US",7.6,80916,20.38,7.5
"Straight Up","MOVIE",2019,NA,95,"['comedy', 'romance']","US",6.8,2445,6.099,6.9
"The Outpost","MOVIE",2020,"R",123,"['history', 'action', 'war', 'drama']","GLOBAL",6.8,32952,31.294,6.9
"Disappearance at Clifton Hill","MOVIE",2020,NA,100,"['thriller', 'drama']","CA",5.4,3612,5.746,5.4
"The Hateful Eight: Extended Version","SHOW",2019,"TV-MA",53,"['crime', 'thriller', 'western', 'drama']","US",NA,NA,1.96,10
"Triple Frontier","MOVIE",2019,"R",125,"['thriller', 'action', 'crime', 'drama']","US",6.4,125883,28.54,6.3
"Eurovision Song Contest: The Story of Fire Saga","MOVIE",2020,"PG-13",123,"['music', 'comedy']","US",6.5,92086,10.817,6.4
"The Family","SHOW",2019,"TV-14",50,"['documentation', 'sport', 'reality']","US",6.4,3491,6.904,6.9
"Into the Night","SHOW",2020,"TV-MA",36,"['scifi', 'drama', 'thriller']","BE",7.1,31559,22.983,7.5
"The Wandering Earth","MOVIE",2019,"PG-13",126,"['scifi', 'action', 'drama', 'thriller']","CN",5.9,30297,25.187,6.4
"The Forgotten Battle","MOVIE",2020,NA,124,"['drama', 'war', 'history', 'documentation', 'european']","GLOBAL",7.1,27275,33.974,7.2
"Feel Good","SHOW",2020,"TV-MA",25,"['drama', 'comedy', 'romance']","GB",7.5,10690,9.986,7.4
"After We Collided","MOVIE",2020,"R",105,"['drama', 'romance']","US",5,30522,236.101,7.251
"In the Shadow of the Moon","MOVIE",2019,"R",115,"['scifi', 'crime', 'thriller']","GLOBAL",6.2,52206,23.952,6.2
"Code 8","MOVIE",2019,NA,99,"['scifi', 'action', 'crime', 'thriller', 'drama']","GLOBAL",6.1,39469,18.193,6.2
"Crash Landing on You","SHOW",2019,NA,85,"['war']","KR",NA,NA,59.917,8.8
"Fractured","MOVIE",2019,"R",99,"['thriller']","US",6.4,72478,35.497,6.7
"Ragnarok","SHOW",2020,"TV-MA",47,"['thriller', 'action', 'drama', 'fantasy', 'scifi']","NO",7.5,36863,118.364,8.067
"365 Days","MOVIE",2020,NA,114,"['romance', 'drama', 'european']","PL",3.3,84940,48.792,7.044
"Love Is Blind","SHOW",2020,"TV-MA",54,"['reality', 'romance']","US",6.1,7863,1.4,7.7
"Young Wallander","SHOW",2020,"TV-MA",45,"['thriller', 'crime', 'drama']","GB",6.9,11377,72.638,7.1
"Hollywood","SHOW",2020,"TV-MA",50,"['drama', 'history']","US",7.5,36052,11.855,7.6
"Our Planet","SHOW",2019,"TV-G",50,"['documentation']","GB",9.3,42259,19.942,8.8
"The Chef Show","SHOW",2019,"TV-MA",31,"['documentation']","US",8.2,5107,7.305,7.8
"Big Timber","SHOW",2020,NA,48,"['reality']","CA",6.6,705,19.64,7
"Raising Dion","SHOW",2019,"TV-G",43,"['scifi', 'drama']","US",7.1,14799,33.326,7.8
"I Am Mother","MOVIE",2019,"PG-13",114,"['scifi', 'horror', 'drama', 'thriller']","AU",6.7,89926,20.904,6.696
"Ava","MOVIE",2020,"R",96,"['thriller', 'crime', 'action', 'drama']","US",5.4,54279,155.235,5.753
"The Trial of the Chicago 7","MOVIE",2020,"R",130,"['drama', 'history', 'thriller']","US",7.7,173103,15.07,7.8
"Sweet Home","SHOW",2020,"TV-MA",52,"['drama', 'scifi']","KR",NA,NA,69.734,8.6
"The Dirt","MOVIE",2019,"R",108,"['drama', 'comedy', 'music']","US",6.9,48445,15.86,7.518
"Ratched","SHOW",2020,"TV-MA",54,"['drama', 'history', 'thriller', 'crime']","US",7.2,54291,35.227,7.8
"Can You Keep a Secret?","MOVIE",2019,NA,94,"['romance', 'comedy']","US",5.3,16421,12.579,6.553
"The Politician","SHOW",2019,"TV-14",43,"['comedy', 'drama']","US",7.5,22182,14.713,7.4
"Murder Mystery","MOVIE",2019,"PG-13",90,"['comedy', 'crime', 'romance', 'action']","GLOBAL",6,124599,22.376,6.2
"Da 5 Bloods","MOVIE",2020,"R",156,"['war', 'drama']","US",6.5,50520,16.232,6.6
"The Midnight Sky","MOVIE",2020,"PG-13",118,"['drama', 'scifi', 'thriller', 'fantasy']","US",5.6,82362,22.231,5.8
"The Cursed","SHOW",2020,"TV-MA",62,"['thriller', 'scifi', 'drama', 'fantasy']","KR",7.1,466,4.435,7.9
"Top Boy","SHOW",2019,"TV-MA",53,"['drama', 'crime']","GB",NA,NA,24.305,8.4
"Dorohedoro","SHOW",2020,"TV-MA",25,"['scifi', 'action', 'comedy', 'fantasy', 'horror', 'animation']","JP",8.1,8262,23.072,8.6
"The Society","SHOW",2019,"TV-MA",56,"['drama', 'scifi', 'thriller']","US",7,28647,21.138,7.7
