"genres","word","sentiment","n"
"Special Interest","touchy","negative",5
"Special Interest","unattractive","negative",5
"Special Interest","unavoidably","negative",5
"Special Interest","unexplained","negative",5
"Special Interest","unfulfilled","negative",5
"Special Interest","unity","positive",5
"Special Interest","unpopular","negative",5
"Special Interest","unrivaled","positive",5
"Special Interest","unsavory","negative",5
"Special Interest","unseemly","negative",5
"Special Interest","unsettled","negative",5
"Special Interest","unsettlingly","negative",5
"Special Interest","unsuspecting","negative",5
"Special Interest","unwelcome","negative",5
"Special Interest","virtuous","positive",5
"Special Interest","warp","negative",5
"Special Interest","wearisome","negative",5
"Special Interest","wholeheartedly","positive",5
"Special Interest","whores","negative",5
"Special Interest","worries","negative",5
"Special Interest","wound","negative",5
"Sports & Fitness","abundant","positive",5
"Sports & Fitness","accomplishment","positive",5
"Sports & Fitness","accomplishments","positive",5
"Sports & Fitness","accurate","positive",5
"Sports & Fitness","affable","positive",5
"Sports & Fitness","affirmative","positive",5
"Sports & Fitness","agony","negative",5
"Sports & Fitness","agreeably","positive",5
"Sports & Fitness","anger","negative",5
"Sports & Fitness","astonishingly","positive",5
"Sports & Fitness","bait","negative",5
"Sports & Fitness","betrayal","negative",5
"Sports & Fitness","blame","negative",5
"Sports & Fitness","blatant","negative",5
"Sports & Fitness","blockbuster","positive",5
"Sports & Fitness","calm","positive",5
"Sports & Fitness","celebrate","positive",5
"Sports & Fitness","celebratory","positive",5
"Sports & Fitness","chaotic","negative",5
"Sports & Fitness","clumsy","negative",5
"Sports & Fitness","clunky","negative",5
"Sports & Fitness","confusing","negative",5
"Sports & Fitness","convincingly","positive",5
"Sports & Fitness","corruption","negative",5
"Sports & Fitness","critic","negative",5
"Sports & Fitness","damning","negative",5
"Sports & Fitness","deadly","negative",5
"Sports & Fitness","deceptively","negative",5
"Sports & Fitness","defy","negative",5
"Sports & Fitness","dependable","positive",5
"Sports & Fitness","desperate","negative",5
"Sports & Fitness","desperation","negative",5
"Sports & Fitness","dignified","positive",5
"Sports & Fitness","dislike","negative",5
"Sports & Fitness","distinguished","positive",5
"Sports & Fitness","doomed","negative",5
"Sports & Fitness","dying","negative",5
"Sports & Fitness","ecstatic","positive",5
"Sports & Fitness","effortless","positive",5
"Sports & Fitness","eloquently","positive",5
"Sports & Fitness","embarrassment","negative",5
"Sports & Fitness","enjoyably","positive",5
"Sports & Fitness","enjoys","positive",5
"Sports & Fitness","enthusiast","positive",5
"Sports & Fitness","enthusiastic","positive",5
"Sports & Fitness","excellence","positive",5
"Sports & Fitness","exquisite","positive",5
"Sports & Fitness","fake","negative",5
"Sports & Fitness","fascinatingly","positive",5
"Sports & Fitness","fondly","positive",5
"Sports & Fitness","fragile","negative",5
"Sports & Fitness","freedom","positive",5
"Sports & Fitness","fury","negative",5
"Sports & Fitness","gain","positive",5
"Sports & Fitness","gem","positive",5
"Sports & Fitness","generosity","positive",5
"Sports & Fitness","genius","positive",5
"Sports & Fitness","giddy","negative",5
"Sports & Fitness","gold","positive",5
"Sports & Fitness","goodwill","positive",5
"Sports & Fitness","groundbreaking","positive",5
"Sports & Fitness","grumpy","negative",5
"Sports & Fitness","heaven","positive",5
"Sports & Fitness","hubris","negative",5
"Sports & Fitness","humility","positive",5
"Sports & Fitness","ignorance","negative",5
"Sports & Fitness","impassioned","positive",5
"Sports & Fitness","impossibly","negative",5
"Sports & Fitness","impoverished","negative",5
"Sports & Fitness","improbable","negative",5
"Sports & Fitness","inarticulate","negative",5
"Sports & Fitness","inconsistent","negative",5
"Sports & Fitness","inevitably","negative",5
"Sports & Fitness","infuriating","negative",5
"Sports & Fitness","insane","negative",5
"Sports & Fitness","instantly","positive",5
"Sports & Fitness","integral","positive",5
"Sports & Fitness","intimacy","positive",5
"Sports & Fitness","irony","negative",5
"Sports & Fitness","jerk","negative",5
"Sports & Fitness","keen","positive",5
"Sports & Fitness","killer","negative",5
"Sports & Fitness","lame","negative",5
"Sports & Fitness","marvelously","positive",5
"Sports & Fitness","melancholy","negative",5
"Sports & Fitness","overwhelm","negative",5
"Sports & Fitness","pity","negative",5
"Sports & Fitness","pleasantly","positive",5
"Sports & Fitness","prefer","positive",5
"Sports & Fitness","properly","positive",5
"Sports & Fitness","punk","negative",5
"Sports & Fitness","purposeful","positive",5
"Sports & Fitness","reckless","negative",5
"Sports & Fitness","refined","positive",5
"Sports & Fitness","relentless","negative",5
"Sports & Fitness","relief","positive",5
"Sports & Fitness","savvy","positive",5
"Sports & Fitness","scandal","negative",5
"Sports & Fitness","sensational","positive",5
"Sports & Fitness","sexy","positive",5
"Sports & Fitness","shameless","negative",5
"Sports & Fitness","shortcomings","negative",5
"Sports & Fitness","simpler","positive",5
"Sports & Fitness","sincerely","positive",5
"Sports & Fitness","sink","negative",5
"Sports & Fitness","skilled","positive",5
"Sports & Fitness","slog","negative",5
"Sports & Fitness","smack","negative",5
"Sports & Fitness","smiling","positive",5
"Sports & Fitness","smooth","positive",5
"Sports & Fitness","standout","positive",5
"Sports & Fitness","stimulating","positive",5
"Sports & Fitness","sting","negative",5
"Sports & Fitness","stronger","positive",5
